target_chembl_id,target_organism,target_pref_name,molecule_chembl_id,molecule_pref_name,pchembl_value,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909151
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909152
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909153
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909154
CHEMBL3392921,Rattus norvegicus,Glycine receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909155
CHEMBL231,Homo sapiens,Histamine H1 receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909156
CHEMBL1941,Homo sapiens,Histamine H2 receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909157
CHEMBL402,Homo sapiens,HMG-CoA reductase,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909158
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909159
CHEMBL5486,Rattus norvegicus,Insulin receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909160
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909161
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909162
CHEMBL1909043,Cavia porcellus,Leukotriene C4 synthase,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909163
CHEMBL1798,Homo sapiens,Cysteinyl leukotriene receptor 1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909164
CHEMBL4358,Oryctolagus cuniculus,Arachidonate 15-lipoxygenase,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909165
CHEMBL4644,Homo sapiens,Melanocortin receptor 3,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909166
CHEMBL259,Homo sapiens,Melanocortin receptor 4,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909167
CHEMBL4608,Homo sapiens,Melanocortin receptor 5,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909168
CHEMBL1951,Homo sapiens,Monoamine oxidase A,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909169
CHEMBL216,Homo sapiens,Muscarinic acetylcholine receptor M1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909170
CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909171
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909172
CHEMBL1821,Homo sapiens,Muscarinic acetylcholine receptor M4,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909173
CHEMBL2035,Homo sapiens,Muscarinic acetylcholine receptor M5,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909174
CHEMBL4777,Homo sapiens,Neuropeptide Y receptor type 1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909175
CHEMBL4018,Homo sapiens,Neuropeptide Y receptor type 2,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909176
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909177
CHEMBL3048,Rattus norvegicus,"Nitric-oxide synthase, brain",CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909178
CHEMBL3464,Mus musculus,"Nitric oxide synthase, inducible",CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909179
CHEMBL236,Homo sapiens,Delta opioid receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909180
CHEMBL237,Homo sapiens,Kappa opioid receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909181
CHEMBL233,Homo sapiens,Mu opioid receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909182
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909183
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909184
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909185
CHEMBL1827,Homo sapiens,Phosphodiesterase 5A,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909186
CHEMBL250,Homo sapiens,Platelet activating factor receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909187
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909188
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909189
CHEMBL240,Homo sapiens,HERG,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909190
CHEMBL1909044,Bos taurus,Progesterone receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909191
CHEMBL4074,Oryctolagus cuniculus,Angiotensin-converting enzyme,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909192
CHEMBL4801,Homo sapiens,Caspase-1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909193
CHEMBL4071,Homo sapiens,Cathepsin G,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909194
CHEMBL248,Homo sapiens,Leukocyte elastase,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909195
CHEMBL332,Homo sapiens,Matrix metalloproteinase-1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909196
CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909197
CHEMBL299,Homo sapiens,Protein kinase C alpha,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909198
CHEMBL3385,Homo sapiens,MAP kinase ERK1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909199
CHEMBL4040,Homo sapiens,MAP kinase ERK2,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909200
CHEMBL260,Homo sapiens,MAP kinase p38 alpha,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909201
CHEMBL4445,Homo sapiens,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909202
CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909203
CHEMBL1841,Homo sapiens,Tyrosine-protein kinase FYN,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909204
CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909205
CHEMBL258,Homo sapiens,Tyrosine-protein kinase LCK,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909206
CHEMBL3243,Homo sapiens,Leukocyte common antigen,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909207
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909208
CHEMBL273,Rattus norvegicus,Serotonin 1a (5-HT1a) receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909209
CHEMBL3459,Rattus norvegicus,Serotonin 1b (5-HT1b) receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909210
CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909211
CHEMBL1833,Homo sapiens,Serotonin 2b (5-HT2b) receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909104
CHEMBL225,Homo sapiens,Serotonin 2c (5-HT2c) receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909105
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909106
CHEMBL5017,Cavia porcellus,Serotonin 4 (5-HT4) receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909107
CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909108
CHEMBL228,Homo sapiens,Serotonin transporter,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909109
CHEMBL287,Homo sapiens,Sigma opioid receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909110
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909111
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909112
CHEMBL249,Homo sapiens,Neurokinin 1 receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909113
CHEMBL2327,Homo sapiens,Neurokinin 2 receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909114
CHEMBL3072,Rattus norvegicus,Androgen Receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909115
CHEMBL1835,Homo sapiens,Thromboxane-A synthase,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909116
CHEMBL612545,,Unchecked,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909117
CHEMBL1868,Homo sapiens,Vascular endothelial growth factor receptor 1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909118
CHEMBL5144,Homo sapiens,Vasoactive intestinal polypeptide receptor 1,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909119
CHEMBL1889,Homo sapiens,Vasopressin V1a receptor,CHEMBL25719,GERANIOL,,IC50,,,,CHEMBL1909120
CHEMBL4794,Homo sapiens,Vanilloid receptor,CHEMBL25719,GERANIOL,,IC50,>,100000.0,nM,CHEMBL3389512
CHEMBL5011,Rattus norvegicus,Transient receptor potential cation channel subfamily M member 8,CHEMBL25719,GERANIOL,,IC50,>,100000.0,nM,CHEMBL3389509
CHEMBL5160,Rattus norvegicus,Transient receptor potential cation channel subfamily A member 1,CHEMBL25719,GERANIOL,,IC50,>,100000.0,nM,CHEMBL3389506
CHEMBL612884,Trichomonas vaginalis,Trichomonas vaginalis,CHEMBL25719,GERANIOL,,IC50,=,171.48,ug.mL-1,CHEMBL4142818
CHEMBL612545,,Unchecked,CHEMBL318196,ETHYL CINNAMATE,,IC50,>,5000000.0,nM,CHEMBL649266
CHEMBL614245,Homo sapiens,THP-1,CHEMBL318196,ETHYL CINNAMATE,4.38,IC50,=,41230.0,nM,CHEMBL1038644
CHEMBL383,Homo sapiens,HL-60,CHEMBL318196,ETHYL CINNAMATE,4.45,IC50,=,35690.0,nM,CHEMBL1038643
CHEMBL613859,Homo sapiens,A-375,CHEMBL318196,ETHYL CINNAMATE,4.50,IC50,=,31590.0,nM,CHEMBL1038645
CHEMBL392,Homo sapiens,A549,CHEMBL318196,ETHYL CINNAMATE,4.30,IC50,=,50350.0,nM,CHEMBL1038646
CHEMBL613979,Homo sapiens,HUVEC,CHEMBL318196,ETHYL CINNAMATE,,IC50,=,95.0,ug.mL-1,CHEMBL1912763
CHEMBL612545,,Unchecked,CHEMBL318196,ETHYL CINNAMATE,,IC50,,,,CHEMBL3999827
CHEMBL612545,,Unchecked,CHEMBL318196,ETHYL CINNAMATE,,IC50,,,,CHEMBL3999828
CHEMBL354,Escherichia coli,Escherichia coli,CHEMBL73639,BUTENONE,,IC50,=,501187.23,nM,CHEMBL681044
CHEMBL385,Homo sapiens,K562,CHEMBL73639,BUTENONE,4.77,IC50,=,17000.0,nM,CHEMBL705007
CHEMBL398,Homo sapiens,KB,CHEMBL73639,BUTENONE,,IC50,=,5.3,ug.mL-1,CHEMBL976680
CHEMBL398,Homo sapiens,KB,CHEMBL73639,BUTENONE,,IC50,=,5.6,ug.mL-1,CHEMBL976681
CHEMBL392,Homo sapiens,A549,CHEMBL73639,BUTENONE,,IC50,=,2.8,ug.mL-1,CHEMBL976682
CHEMBL383,Homo sapiens,HL-60,CHEMBL73639,BUTENONE,,IC50,>,20000.0,nM,CHEMBL1057032
CHEMBL399,Homo sapiens,HeLa,CHEMBL73639,BUTENONE,,IC50,>,20000.0,nM,CHEMBL1057033
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL73639,BUTENONE,,IC50,>,20000.0,nM,CHEMBL1057034
CHEMBL613321,Spodoptera exigua,Spodoptera exigua,CHEMBL73639,BUTENONE,4.50,IC50,=,31350.0,nM,CHEMBL3068037
CHEMBL2366412,Plutella xylostella,Phenol oxidase,CHEMBL73639,BUTENONE,4.42,IC50,=,38310.0,nM,CHEMBL3068038
CHEMBL612545,,Unchecked,CHEMBL73639,BUTENONE,4.48,IC50,=,33310.0,nM,CHEMBL3068039
CHEMBL2362975,,No relevant target,CHEMBL73639,BUTENONE,,IC50,=,302180000.0,nM,CHEMBL3388597
CHEMBL614628,Homo sapiens,Raji,CHEMBL73639,BUTENONE,,IC50,=,129.0,molar ratio,CHEMBL3750054
CHEMBL375,Mus musculus,Mus musculus,CHEMBL109341,SINAPINATE,,IC50,>,100000.0,nM,CHEMBL876002
CHEMBL613617,Rattus norvegicus,Brain,CHEMBL109341,SINAPINATE,5.32,IC50,=,4770.0,nM,CHEMBL928492
CHEMBL2362975,,No relevant target,CHEMBL109341,SINAPINATE,4.59,IC50,=,25700.0,nM,CHEMBL970187
CHEMBL613712,,Radical scavenging activity,CHEMBL109341,SINAPINATE,4.18,IC50,=,66000.0,nM,CHEMBL1670096
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL109341,SINAPINATE,,IC50,>,351000.0,nM,CHEMBL1764347
CHEMBL221,Homo sapiens,Cyclooxygenase-1,CHEMBL109341,SINAPINATE,4.41,IC50,=,39200.0,nM,CHEMBL2016145
CHEMBL230,Homo sapiens,Cyclooxygenase-2,CHEMBL109341,SINAPINATE,4.55,IC50,=,28000.0,nM,CHEMBL2016146
CHEMBL4357,Saccharomyces cerevisiae,Alpha-glucosidase MAL62,CHEMBL109341,SINAPINATE,,IC50,=,145300.0,nM,CHEMBL3068027
CHEMBL612545,,Unchecked,CHEMBL109341,SINAPINATE,,IC50,>,6500000.0,nM,CHEMBL3618916
CHEMBL2362975,,No relevant target,CHEMBL109341,SINAPINATE,4.45,IC50,=,35780.0,nM,CHEMBL3792110
CHEMBL2362975,,No relevant target,CHEMBL109341,SINAPINATE,4.65,IC50,=,22400.0,nM,CHEMBL3826547
CHEMBL392,Homo sapiens,A549,CHEMBL109341,SINAPINATE,,IC50,=,4600000.0,nM,CHEMBL3826550
CHEMBL392,Homo sapiens,A549,CHEMBL109341,SINAPINATE,,IC50,=,5700000.0,nM,CHEMBL3826551
CHEMBL392,Homo sapiens,A549,CHEMBL109341,SINAPINATE,,IC50,=,4900000.0,nM,CHEMBL3826552
CHEMBL398,Homo sapiens,KB,CHEMBL465829,METHYLISOEUGENOL,,IC50,>,10.0,ug.mL-1,CHEMBL976680
CHEMBL398,Homo sapiens,KB,CHEMBL465829,METHYLISOEUGENOL,,IC50,>,10.0,ug.mL-1,CHEMBL976681
CHEMBL392,Homo sapiens,A549,CHEMBL465829,METHYLISOEUGENOL,,IC50,,,,CHEMBL976682
CHEMBL612518,Homo sapiens,LNCaP,CHEMBL559945,BETA-IONONE,,IC50,=,151000.0,nM,CHEMBL1052598
CHEMBL612657,Homo sapiens,CWR22R,CHEMBL559945,BETA-IONONE,,IC50,,,,CHEMBL1052599
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,,IC50,,,,CHEMBL1052600
CHEMBL390,Homo sapiens,PC-3,CHEMBL559945,BETA-IONONE,,IC50,,,,CHEMBL1052601
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,,IC50,,,,CHEMBL1052602
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,,IC50,=,130000.0,nM,CHEMBL3871339
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,,IC50,=,130000.0,nM,CHEMBL3871338
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,,IC50,=,210000.0,nM,CHEMBL3871337
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,4.38,IC50,=,42000.0,nM,CHEMBL3871333
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,,IC50,=,104000.0,nM,CHEMBL3871326
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,,IC50,=,174930.0,nM,CHEMBL3871325
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL559945,BETA-IONONE,4.05,IC50,=,89000.0,nM,CHEMBL3871320
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL559945,BETA-IONONE,,IC50,>,10000.0,nM,CHEMBL3887280
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL559945,BETA-IONONE,,IC50,>,10000.0,nM,CHEMBL3887294
CHEMBL368,Trypanosoma cruzi,Trypanosoma cruzi,CHEMBL43185,PIPERINE,5.13,IC50,=,7360.0,nM,CHEMBL812102
CHEMBL368,Trypanosoma cruzi,Trypanosoma cruzi,CHEMBL43185,PIPERINE,5.31,IC50,=,4910.0,nM,CHEMBL812100
CHEMBL368,Trypanosoma cruzi,Trypanosoma cruzi,CHEMBL43185,PIPERINE,5.14,IC50,=,7310.0,nM,CHEMBL939991
CHEMBL368,Trypanosoma cruzi,Trypanosoma cruzi,CHEMBL43185,PIPERINE,5.31,IC50,=,4910.0,nM,CHEMBL939993
CHEMBL3140324,Mus musculus,Hepatocyte,CHEMBL43185,PIPERINE,4.92,IC50,=,12000.0,nM,CHEMBL1046868
CHEMBL612267,Mus musculus,L929,CHEMBL43185,PIPERINE,4.38,IC50,=,42000.0,nM,CHEMBL1046923
CHEMBL612545,,Unchecked,CHEMBL43185,PIPERINE,,IC50,=,1200000.0,nM,CHEMBL1102665
CHEMBL367,Leishmania donovani,Leishmania donovani,CHEMBL43185,PIPERINE,,IC50,=,752000.0,nM,CHEMBL1211499
CHEMBL367,Leishmania donovani,Leishmania donovani,CHEMBL43185,PIPERINE,,IC50,=,2558000.0,nM,CHEMBL1211500
CHEMBL368,Trypanosoma cruzi,Trypanosoma cruzi,CHEMBL43185,PIPERINE,5.30,IC50,=,5000.0,nM,CHEMBL1216998
CHEMBL3358,Rattus norvegicus,Monoamine oxidase A,CHEMBL43185,PIPERINE,6.39,IC50,=,404.0,nM,CHEMBL2019406
CHEMBL2993,Rattus norvegicus,Monoamine oxidase B,CHEMBL43185,PIPERINE,6.58,IC50,=,260.0,nM,CHEMBL2019407
CHEMBL4302,Homo sapiens,P-glycoprotein 1,CHEMBL43185,PIPERINE,4.81,IC50,=,15500.0,nM,CHEMBL2075166
CHEMBL4302,Homo sapiens,P-glycoprotein 1,CHEMBL43185,PIPERINE,4.13,IC50,=,74100.0,nM,CHEMBL2076754
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL43185,PIPERINE,6.32,IC50,=,483.0,nM,CHEMBL2215741
CHEMBL1951,Homo sapiens,Monoamine oxidase A,CHEMBL43185,PIPERINE,4.23,IC50,=,58980.0,nM,CHEMBL2215742
CHEMBL613508,Homo sapiens,DU-145,CHEMBL43185,PIPERINE,,IC50,>,50000.0,nM,CHEMBL3061568
CHEMBL390,Homo sapiens,PC-3,CHEMBL43185,PIPERINE,,IC50,>,50000.0,nM,CHEMBL3061569
CHEMBL614735,Homo sapiens,HEp-2,CHEMBL43185,PIPERINE,4.16,IC50,=,70000.0,nM,CHEMBL3061567
CHEMBL614561,Homo sapiens,COLO 205,CHEMBL43185,PIPERINE,4.34,IC50,=,46000.0,nM,CHEMBL3061566
CHEMBL387,Homo sapiens,MCF7,CHEMBL43185,PIPERINE,4.00,IC50,=,99000.0,nM,CHEMBL3061571
CHEMBL614585,Homo sapiens,IMR-32,CHEMBL43185,PIPERINE,4.05,IC50,=,89000.0,nM,CHEMBL3061570
CHEMBL368,Trypanosoma cruzi,Trypanosoma cruzi,CHEMBL43185,PIPERINE,,IC50,=,233000.0,nM,CHEMBL3059482
CHEMBL387,Homo sapiens,MCF7,CHEMBL43185,PIPERINE,6.00,IC50,=,990.0,nM,CHEMBL3075853
CHEMBL399,Homo sapiens,HeLa,CHEMBL43185,PIPERINE,6.02,IC50,=,950.0,nM,CHEMBL3075854
CHEMBL2581,Homo sapiens,Cathepsin D,CHEMBL43185,PIPERINE,4.37,IC50,=,42300.0,nM,CHEMBL3072144
CHEMBL400,Homo sapiens,MDA-MB-231,CHEMBL43185,PIPERINE,,IC50,=,58.45,ug.mL-1,CHEMBL3072142
CHEMBL613497,Hepatitis B virus,Hepatitis B virus,CHEMBL43185,PIPERINE,,IC50,=,140000.0,nM,CHEMBL2351030
CHEMBL613497,Hepatitis B virus,Hepatitis B virus,CHEMBL43185,PIPERINE,,IC50,=,150000.0,nM,CHEMBL2351032
CHEMBL613979,Homo sapiens,HUVEC,CHEMBL43185,PIPERINE,4.00,IC50,=,100000.0,nM,CHEMBL3224030
CHEMBL4302,Homo sapiens,P-glycoprotein 1,CHEMBL43185,PIPERINE,,IC50,,,,CHEMBL3599590
CHEMBL612877,Leishmania amazonensis,Leishmania amazonensis,CHEMBL43185,PIPERINE,4.84,IC50,=,14500.0,nM,CHEMBL3602255
CHEMBL392,Homo sapiens,A549,CHEMBL43185,PIPERINE,4.92,IC50,=,11890.0,nM,CHEMBL4138726
CHEMBL399,Homo sapiens,HeLa,CHEMBL43185,PIPERINE,4.72,IC50,=,19210.0,nM,CHEMBL4138727
CHEMBL387,Homo sapiens,MCF7,CHEMBL43185,PIPERINE,4.89,IC50,=,12960.0,nM,CHEMBL4138728
CHEMBL614585,Homo sapiens,IMR-32,CHEMBL43185,PIPERINE,4.99,IC50,=,10190.0,nM,CHEMBL4138729
CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,CHEMBL43185,PIPERINE,4.14,IC50,=,72300.0,nM,CHEMBL4141030
CHEMBL1743121,Homo sapiens,Solute carrier organic anion transporter family member 1B3,CHEMBL486193,RETINYL ACETATE,5.30,IC50,=,5011.87,nM,CHEMBL3039492
CHEMBL1697668,Homo sapiens,Solute carrier organic anion transporter family member 1B1,CHEMBL486193,RETINYL ACETATE,5.65,IC50,=,2238.72,nM,CHEMBL3039489
CHEMBL3471,Human immunodeficiency virus 1,Human immunodeficiency virus type 1 integrase,CHEMBL129795,ISOLIQUIRITIGENIN,,IC50,>,100000.0,nM,CHEMBL702428
CHEMBL312,Rattus norvegicus,Arachidonate 5-lipoxygenase,CHEMBL129795,ISOLIQUIRITIGENIN,4.46,IC50,=,35000.0,nM,CHEMBL619924
CHEMBL2094253,Homo sapiens,Cyclooxygenase,CHEMBL129795,ISOLIQUIRITIGENIN,,IC50,=,130000.0,nM,CHEMBL763067
CHEMBL3471,Human immunodeficiency virus 1,Human immunodeficiency virus type 1 integrase,CHEMBL129795,ISOLIQUIRITIGENIN,4.00,IC50,=,100000.0,nM,CHEMBL857173
CHEMBL612558,,ADMET,CHEMBL129795,ISOLIQUIRITIGENIN,4.41,IC50,=,39000.0,nM,CHEMBL927395
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL129795,ISOLIQUIRITIGENIN,4.66,IC50,=,21800.0,nM,CHEMBL995570
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL129795,ISOLIQUIRITIGENIN,4.09,IC50,=,80500.0,nM,CHEMBL995571
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL129795,ISOLIQUIRITIGENIN,4.08,IC50,=,84000.0,nM,CHEMBL995572
CHEMBL392,Homo sapiens,A549,CHEMBL129795,ISOLIQUIRITIGENIN,4.00,IC50,=,98900.0,nM,CHEMBL995573
CHEMBL399,Homo sapiens,HeLa,CHEMBL129795,ISOLIQUIRITIGENIN,4.08,IC50,=,82600.0,nM,CHEMBL995574
CHEMBL614580,Homo sapiens,HT-1080,CHEMBL129795,ISOLIQUIRITIGENIN,4.12,IC50,=,76700.0,nM,CHEMBL995575
CHEMBL612558,,ADMET,CHEMBL129795,ISOLIQUIRITIGENIN,4.44,IC50,=,36300.0,nM,CHEMBL986709
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL129795,ISOLIQUIRITIGENIN,5.11,IC50,=,7800.0,nM,CHEMBL993804
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL129795,ISOLIQUIRITIGENIN,4.56,IC50,=,27300.0,nM,CHEMBL992106
CHEMBL612545,,Unchecked,CHEMBL129795,ISOLIQUIRITIGENIN,4.82,IC50,=,15000.0,nM,CHEMBL937816
CHEMBL612545,,Unchecked,CHEMBL129795,ISOLIQUIRITIGENIN,4.71,IC50,=,19600.0,nM,CHEMBL976778
CHEMBL612545,,Unchecked,CHEMBL129795,ISOLIQUIRITIGENIN,4.79,IC50,=,16200.0,nM,CHEMBL976786
CHEMBL612545,,Unchecked,CHEMBL129795,ISOLIQUIRITIGENIN,4.66,IC50,=,22000.0,nM,CHEMBL976789
CHEMBL4296442,Mus musculus,J774.1,CHEMBL129795,ISOLIQUIRITIGENIN,4.53,IC50,=,29300.0,nM,CHEMBL1003405
CHEMBL335,Homo sapiens,Protein-tyrosine phosphatase 1B,CHEMBL129795,ISOLIQUIRITIGENIN,,IC50,>,60000.0,nM,CHEMBL972808
CHEMBL367,Leishmania donovani,Leishmania donovani,CHEMBL129795,ISOLIQUIRITIGENIN,4.68,IC50,=,20700.0,nM,CHEMBL969034
CHEMBL612851,Trypanosoma brucei brucei,Trypanosoma brucei brucei,CHEMBL129795,ISOLIQUIRITIGENIN,4.48,IC50,=,32800.0,nM,CHEMBL969035
CHEMBL391,Chlorocebus aethiops,Vero,CHEMBL129795,ISOLIQUIRITIGENIN,4.18,IC50,=,65600.0,nM,CHEMBL969036
CHEMBL390,Homo sapiens,PC-3,CHEMBL129795,ISOLIQUIRITIGENIN,4.33,IC50,=,46400.0,nM,CHEMBL969037
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL129795,ISOLIQUIRITIGENIN,4.50,IC50,=,32000.0,nM,CHEMBL1051621
CHEMBL613853,Cricetulus griseus,CHO,CHEMBL129795,ISOLIQUIRITIGENIN,4.34,IC50,=,45900.0,nM,CHEMBL1051622
CHEMBL612545,,Unchecked,CHEMBL129795,ISOLIQUIRITIGENIN,,IC50,>,20000.0,nM,CHEMBL1037167
CHEMBL335,Homo sapiens,Protein-tyrosine phosphatase 1B,CHEMBL129795,ISOLIQUIRITIGENIN,,IC50,>,50000.0,nM,CHEMBL1041717
CHEMBL612545,,Unchecked,CHEMBL129795,ISOLIQUIRITIGENIN,5.05,IC50,=,9000.0,nM,CHEMBL1073434
CHEMBL614510,Mus musculus,3T3-L1,CHEMBL129795,ISOLIQUIRITIGENIN,4.02,IC50,=,96400.0,nM,CHEMBL1101084
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL129795,ISOLIQUIRITIGENIN,4.90,IC50,=,12589.25,nM,CHEMBL1267245
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL129795,ISOLIQUIRITIGENIN,5.00,IC50,=,10000.0,nM,CHEMBL1267246
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL129795,ISOLIQUIRITIGENIN,4.90,IC50,=,12589.25,nM,CHEMBL1267247
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL129795,ISOLIQUIRITIGENIN,5.00,IC50,=,10000.0,nM,CHEMBL1267249
